jid,formation_energy_peratom,target,num_atoms
JVASP-102735,0.02222,0.02222,3
JVASP-102745,-2.61135,-2.61135,10
JVASP-102775,-0.2008,-0.2008,10
JVASP-102786,-3.40546,-3.40546,9
JVASP-102795,-0.65264,-0.65264,10
JVASP-102812,-1.25612,-1.25612,10
JVASP-102854,-0.16658,-0.16658,2
JVASP-102856,-3.29093,-3.29093,10
JVASP-102888,-1.46678,-1.46678,10
JVASP-102935,-0.33779,-0.33779,4
JVASP-102946,0.01875,0.01875,4
JVASP-102954,-0.69576,-0.69576,4
JVASP-102975,-0.36395,-0.36395,4
JVASP-102993,0.07207,0.07207,4
JVASP-103000,-0.54388,-0.54388,10
JVASP-103024,-0.05653,-0.05653,6
JVASP-103059,-0.30702,-0.30702,6
JVASP-103081,-0.31637,-0.31637,6
JVASP-103092,-0.76678,-0.76678,4
JVASP-103172,-0.83317,-0.83317,10
JVASP-103204,-1.06581,-1.06581,10
JVASP-103222,-3.59055,-3.59055,5
JVASP-103229,0.01251,0.01251,4
JVASP-103234,-0.30821,-0.30821,4
JVASP-103310,-0.1887,-0.1887,8
JVASP-103314,0.02538,0.02538,8
JVASP-103327,-0.40106,-0.40106,4
JVASP-103341,-1.71226,-1.71226,10
JVASP-10336,-1.70867,-1.70867,18
JVASP-103366,-0.62892,-0.62892,5
JVASP-103367,-0.42265,-0.42265,5
JVASP-103379,-0.18395,-0.18395,6
JVASP-103380,-0.70068,-0.70068,10
JVASP-10339,-1.59579,-1.59579,16
JVASP-103449,0.03516,0.03516,2
JVASP-10346,-1.3541,-1.3541,16
JVASP-103462,-0.75144,-0.75144,5
JVASP-103476,-0.13585,-0.13585,6
JVASP-103506,-0.46206,-0.46206,8
JVASP-103531,0.13764,0.13764,5
JVASP-103539,-0.3842,-0.3842,6
JVASP-103548,-2.6877,-2.6877,9
JVASP-103575,-1.29181,-1.29181,10
JVASP-103585,0.04311,0.04311,4
JVASP-103589,-0.70558,-0.70558,4
JVASP-103600,0.15105,0.15105,4
JVASP-103607,-0.30836,-0.30836,8
JVASP-103621,-0.38346,-0.38346,4
JVASP-103633,-0.22485,-0.22485,4
JVASP-103637,-0.38157,-0.38157,4
JVASP-103657,-0.4038,-0.4038,5
JVASP-103659,-0.36536,-0.36536,3
JVASP-103695,-0.20773,-0.20773,4
JVASP-10370,-1.35169,-1.35169,13
JVASP-103709,-0.58531,-0.58531,7
JVASP-103711,-0.41351,-0.41351,8
JVASP-103714,-0.70686,-0.70686,8
JVASP-103716,-0.34333,-0.34333,6
JVASP-103724,-0.72464,-0.72464,6
JVASP-103729,-0.47081,-0.47081,5
JVASP-103731,-0.19763,-0.19763,8
JVASP-103733,-0.17355,-0.17355,5
JVASP-103762,-0.08516,-0.08516,44
JVASP-103777,-0.11562,-0.11562,14
JVASP-103784,-0.08624,-0.08624,17
JVASP-103799,-0.10316,-0.10316,20
JVASP-103825,-0.03414,-0.03414,16
JVASP-103837,0.09528,0.09528,21
JVASP-103847,-0.19577,-0.19577,13
JVASP-103854,-0.20382,-0.20382,24
JVASP-103855,-0.21141,-0.21141,30
JVASP-103876,-0.58373,-0.58373,26
JVASP-103877,-0.44859,-0.44859,35
JVASP-103879,-0.47972,-0.47972,32
JVASP-103893,-1.38102,-1.38102,20
JVASP-103902,-0.93368,-0.93368,10
JVASP-103904,-0.7311,-0.7311,13
JVASP-103905,-0.72346,-0.72346,13
JVASP-103907,-0.69273,-0.69273,13
JVASP-103914,-0.55167,-0.55167,19
JVASP-103920,-0.48551,-0.48551,22
JVASP-103951,-0.78678,-0.78678,16
JVASP-103962,-0.60093,-0.60093,13
JVASP-104012,-0.50725,-0.50725,20
JVASP-104136,0.05175,0.05175,25
JVASP-104151,-0.24809,-0.24809,20
JVASP-104155,0.01722,0.01722,28
JVASP-104160,-0.65203,-0.65203,16
JVASP-104161,0.13551,0.13551,9
JVASP-104163,0.05346,0.05346,44
JVASP-104526,-1.7719,-1.7719,10
JVASP-104531,-1.82734,-1.82734,10
JVASP-104552,-0.52878,-0.52878,4
JVASP-104555,0.04676,0.04676,8
JVASP-104591,-0.19651,-0.19651,4
JVASP-104597,0.07273,0.07273,6
JVASP-104598,0.00292,0.00292,6
JVASP-104600,-0.09555,-0.09555,4
JVASP-104607,-0.25322,-0.25322,4
JVASP-104613,0.06936,0.06936,4
JVASP-104617,-1.10729,-1.10729,4
JVASP-104626,0.1176,0.1176,4
JVASP-10463,-1.13938,-1.13938,18
JVASP-104657,-1.09177,-1.09177,5
JVASP-104660,-1.08116,-1.08116,6
JVASP-104681,-0.08486,-0.08486,6
JVASP-104702,-0.53113,-0.53113,6
JVASP-104710,-0.14364,-0.14364,5
JVASP-104720,0.12685,0.12685,4
JVASP-104727,-0.99143,-0.99143,4
JVASP-104739,-0.42959,-0.42959,9
JVASP-104748,-1.67037,-1.67037,4
JVASP-104756,-0.32961,-0.32961,3
JVASP-10477,-2.76262,-2.76262,18
JVASP-104771,-1.51063,-1.51063,6
JVASP-104774,-0.88046,-0.88046,7
JVASP-104792,-2.64193,-2.64193,10
JVASP-104793,-1.82332,-1.82332,10
JVASP-104797,-1.91029,-1.91029,10
JVASP-10480,-1.01373,-1.01373,12
JVASP-104818,-1.2312,-1.2312,10
JVASP-104888,-2.94706,-2.94706,10
JVASP-104902,-0.8445,-0.8445,10
JVASP-104910,-0.37433,-0.37433,7
JVASP-104921,-1.26667,-1.26667,10
JVASP-104923,-0.38095,-0.38095,8
JVASP-104932,-0.61032,-0.61032,4
JVASP-104937,-0.69155,-0.69155,6
JVASP-104971,-1.93387,-1.93387,8
JVASP-104989,-2.11495,-2.11495,10
JVASP-104998,-2.58549,-2.58549,10
JVASP-105005,-2.13207,-2.13207,10
JVASP-105016,-1.52145,-1.52145,10
JVASP-105026,-2.84973,-2.84973,10
JVASP-105092,-0.30431,-0.30431,3
JVASP-105095,-0.64337,-0.64337,7
JVASP-105136,-0.14224,-0.14224,4
JVASP-105141,0.06971,0.06971,4
JVASP-105161,-0.43568,-0.43568,4
JVASP-105178,0.2183,0.2183,8
JVASP-105186,0.13735,0.13735,4
JVASP-105224,0.0362,0.0362,8
JVASP-105226,-0.51978,-0.51978,4
JVASP-105227,-0.09086,-0.09086,2
JVASP-105249,-0.45985,-0.45985,8
JVASP-105255,-0.4138,-0.4138,4
JVASP-105295,-3.32057,-3.32057,10
JVASP-105316,-0.72075,-0.72075,5
JVASP-105373,-0.22478,-0.22478,4
JVASP-105388,-0.30645,-0.30645,9
JVASP-105407,-0.69209,-0.69209,5
JVASP-105409,-0.3668,-0.3668,6
JVASP-105461,-0.3799,-0.3799,10
JVASP-105471,-2.01923,-2.01923,10
JVASP-105473,-1.97484,-1.97484,10
JVASP-105505,-0.2149,-0.2149,8
JVASP-105509,-0.11285,-0.11285,4
JVASP-105534,-0.68888,-0.68888,6
JVASP-105538,-0.83254,-0.83254,10
JVASP-10555,-3.04258,-3.04258,18
JVASP-105604,-2.25327,-2.25327,10
JVASP-105608,-0.65834,-0.65834,4
JVASP-105622,-2.15474,-2.15474,10
JVASP-105636,-0.72712,-0.72712,10
JVASP-105691,-3.27478,-3.27478,10
JVASP-105702,-0.27204,-0.27204,6
JVASP-105707,0.06145,0.06145,2
JVASP-10572,-1.53033,-1.53033,12
JVASP-105729,-0.3243,-0.3243,8
JVASP-105756,-0.31171,-0.31171,4
JVASP-10576,-3.03206,-3.03206,12
JVASP-105769,-0.30798,-0.30798,4
JVASP-10577,-0.59296,-0.59296,12
JVASP-105774,0.25691,0.25691,2
JVASP-105779,-0.33538,-0.33538,4
JVASP-105782,-0.27187,-0.27187,4
JVASP-105803,-0.45665,-0.45665,4
JVASP-105818,-0.55838,-0.55838,4
JVASP-105838,-0.41781,-0.41781,8
JVASP-105840,0.01637,0.01637,4
JVASP-105847,0.19338,0.19338,4
JVASP-105848,-0.01991,-0.01991,4
JVASP-10587,-0.24294,-0.24294,12
JVASP-10590,-0.78198,-0.78198,18
JVASP-105904,-3.40928,-3.40928,10
JVASP-105916,-1.01656,-1.01656,5
JVASP-105924,-1.10481,-1.10481,5
JVASP-105990,-1.074,-1.074,9
JVASP-105998,-0.3385,-0.3385,10
JVASP-106008,-0.53463,-0.53463,6
JVASP-106025,-0.48883,-0.48883,4
JVASP-106037,-0.04675,-0.04675,3
JVASP-106043,-0.43689,-0.43689,8
JVASP-106044,-0.1853,-0.1853,8
JVASP-106046,-0.37804,-0.37804,4
JVASP-106067,-0.5663,-0.5663,8
JVASP-106068,-0.74691,-0.74691,4
JVASP-106074,-0.38875,-0.38875,8
JVASP-106076,-0.2656,-0.2656,6
JVASP-106104,0.02937,0.02937,9
JVASP-106120,-2.64552,-2.64552,7
JVASP-106134,-0.42619,-0.42619,3
JVASP-106158,-0.05619,-0.05619,6
JVASP-106183,-2.41261,-2.41261,6
JVASP-106200,-2.20704,-2.20704,10
JVASP-106223,-2.36944,-2.36944,10
JVASP-106234,-0.0476,-0.0476,4
JVASP-106243,-0.37566,-0.37566,4
JVASP-106256,-0.99817,-0.99817,4
JVASP-106264,-0.09602,-0.09602,4
JVASP-106312,-0.77786,-0.77786,4
JVASP-106315,-0.12859,-0.12859,4
JVASP-106320,-0.5261,-0.5261,6
JVASP-106345,-0.81847,-0.81847,4
JVASP-106348,-0.18461,-0.18461,4
JVASP-106352,-0.43963,-0.43963,4
JVASP-106372,-0.03152,-0.03152,2
JVASP-10638,-1.60209,-1.60209,12
JVASP-106382,-0.19368,-0.19368,8
JVASP-10647,-1.88655,-1.88655,14
JVASP-106486,-0.53214,-0.53214,4
JVASP-1065,-0.34425,-0.34425,16
JVASP-106520,-0.00387,-0.00387,4
JVASP-106521,0.07464,0.07464,4
JVASP-106527,-0.62063,-0.62063,4
JVASP-106537,-0.32384,-0.32384,4
JVASP-106551,-2.17768,-2.17768,5
JVASP-106563,-0.36093,-0.36093,4
JVASP-106564,-0.02431,-0.02431,6
JVASP-106574,0.02577,0.02577,8
JVASP-106596,-0.37018,-0.37018,4
JVASP-106621,-0.27844,-0.27844,4
JVASP-1067,-0.40429,-0.40429,5
JVASP-106720,-0.44716,-0.44716,8
JVASP-106731,-2.64213,-2.64213,7
JVASP-106737,-2.28591,-2.28591,10
JVASP-106765,-0.53978,-0.53978,4
JVASP-106771,0.04599,0.04599,2
JVASP-106784,-1.31191,-1.31191,6
JVASP-106788,-0.00405,-0.00405,4
JVASP-106797,-0.08043,-0.08043,5
JVASP-106801,-0.53277,-0.53277,6
JVASP-106821,0.03032,0.03032,2
JVASP-106853,-0.2074,-0.2074,7
JVASP-106855,-1.87966,-1.87966,4
JVASP-106869,0.33875,0.33875,7
JVASP-106875,-3.04103,-3.04103,10
JVASP-106878,-1.92582,-1.92582,8
JVASP-106921,-0.71357,-0.71357,10
JVASP-10693,-1.72935,-1.72935,16
JVASP-106951,0.20588,0.20588,4
JVASP-106964,-0.40113,-0.40113,4
JVASP-106975,-0.00575,-0.00575,6
JVASP-106981,-0.52402,-0.52402,4
JVASP-107,-0.24337,-0.24337,8
JVASP-10700,-0.83375,-0.83375,16
JVASP-107008,-0.47134,-0.47134,5
JVASP-107048,-0.08776,-0.08776,6
JVASP-10705,-0.48949,-0.48949,12
JVASP-107056,-1.69396,-1.69396,6
JVASP-107062,-0.94425,-0.94425,5
JVASP-107076,-1.71812,-1.71812,8
JVASP-107085,-1.11658,-1.11658,8
JVASP-107110,-0.76069,-0.76069,10
JVASP-107134,-2.3151,-2.3151,10
JVASP-107142,-1.06471,-1.06471,10
JVASP-107154,-1.88888,-1.88888,3
JVASP-107162,-0.41874,-0.41874,4
JVASP-107173,-0.65328,-0.65328,4
JVASP-107174,-0.68249,-0.68249,5
JVASP-107185,-0.19845,-0.19845,8
JVASP-107204,-0.07073,-0.07073,4
JVASP-107207,0.00691,0.00691,8
JVASP-107208,-0.52803,-0.52803,4
JVASP-10722,-0.83776,-0.83776,18
JVASP-107220,-2.1565,-2.1565,5
JVASP-107225,-0.29876,-0.29876,4
JVASP-107239,0.03672,0.03672,2
JVASP-107249,0.16024,0.16024,4
JVASP-107258,-0.73415,-0.73415,9
JVASP-107259,-0.49537,-0.49537,8
JVASP-107262,-0.53372,-0.53372,2
JVASP-107264,-1.17866,-1.17866,5
JVASP-107282,-0.84875,-0.84875,4
JVASP-107287,-1.96214,-1.96214,8
JVASP-107298,-0.14562,-0.14562,8
JVASP-107300,-0.29654,-0.29654,8
JVASP-10731,-1.14912,-1.14912,13
JVASP-107321,-0.34018,-0.34018,4
JVASP-107332,-2.753,-2.753,7
JVASP-107351,-0.39254,-0.39254,4
JVASP-107353,-0.76631,-0.76631,6
JVASP-10736,-1.54401,-1.54401,13
JVASP-107367,-1.11064,-1.11064,7
JVASP-10738,-1.18996,-1.18996,13
JVASP-107383,-3.23268,-3.23268,7
JVASP-107408,-1.90783,-1.90783,10
JVASP-107435,0.02257,0.02257,4
JVASP-107516,-0.31809,-0.31809,3
JVASP-10752,-0.65124,-0.65124,12
JVASP-107532,-0.62717,-0.62717,6
JVASP-10757,-1.72426,-1.72426,14
JVASP-107577,-0.45634,-0.45634,6
JVASP-107592,-1.26312,-1.26312,10
JVASP-107593,-1.6021,-1.6021,6
JVASP-107595,-4.331,-4.331,8
JVASP-107606,-1.12736,-1.12736,10
JVASP-107629,-2.16342,-2.16342,10
JVASP-107633,-2.4329,-2.4329,10
JVASP-107637,-0.28353,-0.28353,8
JVASP-107641,-0.56656,-0.56656,5
JVASP-107657,-0.28149,-0.28149,4
JVASP-107686,-0.13553,-0.13553,4
JVASP-107702,-0.32916,-0.32916,8
JVASP-107711,-0.62805,-0.62805,10
JVASP-107717,-0.1088,-0.1088,9
JVASP-107718,-2.77746,-2.77746,7
JVASP-107738,-0.26198,-0.26198,6
JVASP-107763,-0.26365,-0.26365,6
JVASP-107781,-1.44746,-1.44746,6
JVASP-107854,-2.97288,-2.97288,10
JVASP-107857,-2.1739,-2.1739,10
JVASP-107867,-1.26546,-1.26546,10
JVASP-107876,-1.24466,-1.24466,9
JVASP-107887,-0.44854,-0.44854,4
JVASP-107888,0.04757,0.04757,4
JVASP-107898,-0.25743,-0.25743,4
JVASP-107922,0.10815,0.10815,8
JVASP-107940,-0.35939,-0.35939,4
JVASP-107944,-0.14133,-0.14133,8
JVASP-107947,-0.55203,-0.55203,4
JVASP-10796,-0.48007,-0.48007,14
JVASP-107966,0.0073,0.0073,4
JVASP-107998,-0.4771,-0.4771,4
JVASP-108003,0.06287,0.06287,4
JVASP-108034,-0.77877,-0.77877,10
JVASP-10804,-1.60411,-1.60411,12
JVASP-108045,-0.30642,-0.30642,6
JVASP-108047,-0.34253,-0.34253,7
JVASP-10806,-3.05096,-3.05096,12
JVASP-108060,-0.26922,-0.26922,8
JVASP-108098,-2.10235,-2.10235,10
JVASP-108099,-0.06982,-0.06982,8
JVASP-10810,-3.05977,-3.05977,16
JVASP-108109,-2.58229,-2.58229,10
JVASP-10811,-1.09664,-1.09664,14
JVASP-108110,-0.3397,-0.3397,6
JVASP-108130,0.00643,0.00643,2
JVASP-108137,-0.05934,-0.05934,6
JVASP-108147,-0.14946,-0.14946,6
JVASP-108159,-0.19108,-0.19108,6
JVASP-108162,-0.98088,-0.98088,7
JVASP-108180,-1.01167,-1.01167,6
JVASP-108194,-3.38023,-3.38023,9
JVASP-1082,-0.25673,-0.25673,3
JVASP-10839,-2.85025,-2.85025,10
JVASP-10853,-1.44866,-1.44866,14
JVASP-108576,-2.17521,-2.17521,10
JVASP-108599,-2.35432,-2.35432,10
JVASP-108611,-2.97548,-2.97548,5
JVASP-108618,-0.40126,-0.40126,4
JVASP-108620,-0.27157,-0.27157,4
JVASP-108643,0.19753,0.19753,4
JVASP-108649,-0.42015,-0.42015,4
JVASP-108677,-0.39737,-0.39737,4
JVASP-108679,-2e-05,-2e-05,6
JVASP-10868,-2.49106,-2.49106,10
JVASP-108681,-0.61236,-0.61236,10
JVASP-10869,-3.29146,-3.29146,12
JVASP-108699,-0.44327,-0.44327,10
JVASP-108700,-0.69958,-0.69958,10
JVASP-10871,-1.3328,-1.3328,16
JVASP-108712,-2.62248,-2.62248,10
JVASP-108718,-0.49627,-0.49627,8
JVASP-108722,-0.31768,-0.31768,4
JVASP-108724,-0.8978,-0.8978,5
JVASP-108727,-0.42973,-0.42973,5
JVASP-10874,-1.28959,-1.28959,16
JVASP-108742,-0.34219,-0.34219,6
JVASP-108745,-0.45793,-0.45793,10
JVASP-108758,-2.86847,-2.86847,6
JVASP-108764,-0.51228,-0.51228,6
JVASP-108765,-0.50564,-0.50564,5
JVASP-108770,-0.11597,-0.11597,4
JVASP-108817,-1.01108,-1.01108,4
JVASP-108819,-0.43056,-0.43056,4
JVASP-10882,-0.76485,-0.76485,16
JVASP-108824,-0.35316,-0.35316,5
JVASP-108834,-2.17426,-2.17426,10
